iri	ontology	label	VeryPositive	Positive	Neutral	Negative	VeryNegative	count
http://purl.bioontology.org/ontology/MESH/D000991	MESH	Antithrombins	3.0	6.5	18.0	58.0	15.0	1
http://purl.bioontology.org/ontology/MESH/Q000188	MESH	drug therapy	2.3333333333333335	14.0	30.666666666666668	45.333333333333336	7.333333333333333	1
http://purl.bioontology.org/ontology/MESH/D027481	MESH	Araliaceae	7.180952380952381	30.58095238095238	24.94761904761905	30.8	6.447619047619048	5
http://purl.bioontology.org/ontology/MESH/D002199	MESH	Capillary Permeability	2.25	4.5	23.5	56.5	13.25	1
http://purl.bioontology.org/ontology/MESH/D001223	MESH	Aspartate-Semialdehyde Dehydrogenase	3.0	12.0	29.5	40.0	14.5	1
http://purl.bioontology.org/ontology/MESH/D013652	MESH	Taste Threshold	2.0	8.0	28.0	54.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D018556	MESH	Crops, Agricultural	4.666666666666667	19.444444444444443	29.22222222222222	38.94444444444444	7.833333333333333	9
http://purl.bioontology.org/ontology/MESH/D015323	MESH	Pyruvate Metabolism, Inborn Errors	1.2222222222222223	3.25	21.222222222222225	57.638888888888886	16.305555555555557	3
http://purl.bioontology.org/ontology/MESH/D002045	MESH	Bupivacaine	2.0	16.0	40.0	36.0	5.0	1
http://purl.bioontology.org/ontology/MESH/D012551	MESH	Schistosomatidae	3.85	18.53333333333333	30.45	39.33333333333333	8.116666666666665	5
http://purl.bioontology.org/ontology/MESH/D015190	MESH	Blood Glucose Self-Monitoring	2.6666666666666665	12.333333333333334	38.333333333333336	39.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D053474	MESH	Nod1 Signaling Adaptor Protein	1.6666666666666667	4.666666666666667	20.0	57.666666666666664	16.0	1
http://purl.bioontology.org/ontology/MESH/D014871	MESH	Water Microbiology	1.5	7.0	33.0	50.5	8.0	1
http://purl.bioontology.org/ontology/MESH/D014226	MESH	Triazenes	4.111111111111111	22.555555555555557	28.555555555555554	36.05555555555556	8.666666666666666	3
http://purl.bioontology.org/ontology/MESH/D002479	MESH	Inclusion Bodies	3.0	8.444444444444445	27.111111111111114	49.44444444444445	12.111111111111112	3
http://purl.bioontology.org/ontology/MESH/D003793	MESH	Dental Restoration, Permanent	7.0	21.0	28.5	34.0	9.5	1
http://purl.bioontology.org/ontology/MESH/D004500	MESH	Education, Graduate	3.4	7.3	21.0	51.3	17.1	5
http://purl.bioontology.org/ontology/MESH/D001896	MESH	Boron Compounds	5.0	17.375	27.9375	39.6875	10.0	8
http://purl.bioontology.org/ontology/MESH/D053502	MESH	Arsenate Reductases	1.7142857142857142	4.714285714285714	21.0	59.857142857142854	13.0	1
http://purl.bioontology.org/ontology/MESH/D001327	MESH	Autoimmune Diseases	3.1268817204301085	11.554838709677421	22.990860215053768	47.93118279569893	14.33279569892473	31
http://purl.bioontology.org/ontology/MESH/D016010	MESH	Binomial Distribution	2.5	10.0	25.0	50.0	13.0	1
http://purl.bioontology.org/ontology/MESH/D018377	MESH	Neurotransmitter Agents	1.9912280701754383	5.833333333333334	33.0921052631579	47.58114035087719	11.589912280701755	38
http://purl.bioontology.org/ontology/MESH/D066243	MESH	Posterior Cerebellar Commissure	11.0	30.0	18.0	32.0	9.0	1
http://purl.bioontology.org/ontology/MESH/D002847	MESH	Chromatography, Agarose	1.0	2.0	19.0	63.0	15.0	1
http://purl.bioontology.org/ontology/MESH/D055106	MESH	Genome-Wide Association Study	1.0	1.0	18.0	54.0	26.0	1
http://purl.bioontology.org/ontology/MESH/D055760	MESH	SOXF Transcription Factors	2.0	8.5	33.5	48.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D004159	MESH	Diphenylamine	2.25	7.75	28.75	51.75	10.0	1
http://purl.bioontology.org/ontology/MESH/D001838	MESH	Bolivia	1.0	4.0	19.0	66.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D004896	MESH	Erythritol	8.0	37.25	33.5	17.5	4.0	2
http://purl.bioontology.org/ontology/MESH/D015081	MESH	2-Naphthylamine	11.0	40.0	21.0	22.0	6.0	1
http://purl.bioontology.org/ontology/MESH/D001088	MESH	Arabinonucleotides	3.5	12.666666666666666	27.666666666666668	46.333333333333336	9.666666666666666	3
http://purl.bioontology.org/ontology/MESH/D051790	MESH	G-Box Binding Factors	4.0	16.0	22.0	46.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D018101	MESH	Mice, Inbred mdx	8.0	17.0	13.0	42.333333333333336	20.0	1
http://purl.bioontology.org/ontology/MESH/D000704	MESH	Analysis of Variance	1.0	4.0	24.5	59.25	11.5	2
http://purl.bioontology.org/ontology/MESH/D017278	MESH	Air Bags	3.5	8.5	24.5	52.5	11.5	1
http://purl.bioontology.org/ontology/MESH/D004458	MESH	Echovirus 6, Human	6.0	23.0	29.0	35.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D001288	MESH	Attention	1.5	15.0	61.0	20.0	2.5	1
http://purl.bioontology.org/ontology/MESH/D012203	MESH	Rh Isoimmunization	3.0	8.0	23.5	54.5	11.0	1
http://purl.bioontology.org/ontology/MESH/D013849	MESH	Thimerosal	2.3333333333333335	7.333333333333333	25.666666666666668	52.333333333333336	12.0	1
http://purl.bioontology.org/ontology/MESH/D017511	MESH	Pyoderma Gangrenosum	4.0	15.25	32.0	39.0	9.5	1
http://purl.bioontology.org/ontology/MESH/D012623	MESH	Seawater	4.066666666666666	17.066666666666666	24.8	44.13333333333333	9.933333333333334	3
http://purl.bioontology.org/ontology/MESH/D017258	MESH	Medroxyprogesterone Acetate	1.5	6.0	23.5	51.5	17.5	1
http://purl.bioontology.org/ontology/MESH/D017687	MESH	Radon Daughters	3.25	6.75	18.0	56.5	15.25	1
http://purl.bioontology.org/ontology/MESH/D001631	MESH	Bhutan	1.4	4.8	28.2	51.4	14.2	1
http://purl.bioontology.org/ontology/MESH/D002055	MESH	Burnout, Professional	7.5	35.5	11.5	30.0	15.0	1
http://purl.bioontology.org/ontology/MESH/D002465	MESH	Cell Movement	3.3555555555555556	13.777777777777779	32.5	42.56666666666667	7.777777777777778	9
http://purl.bioontology.org/ontology/MESH/D066191	MESH	Sensorimotor Cortex	4.05	14.95	19.75	46.55	14.85	10
http://purl.bioontology.org/ontology/MESH/D066297	MESH	Hermeneutics	1.5	7.5	55.5	29.5	6.5	1
http://purl.bioontology.org/ontology/MESH/D012144	MESH	Respite Care	9.0	36.0	22.0	27.0	6.0	1
http://purl.bioontology.org/ontology/MESH/D004852	MESH	Epoxy Compounds	9.458333333333332	29.916666666666668	17.875	35.208333333333336	7.458333333333334	4
http://purl.bioontology.org/ontology/MESH/D018892	MESH	Proton-Motive Force	3.6	12.2	19.45	52.0	13.05	2
http://purl.bioontology.org/ontology/MESH/D001997	MESH	Bronchopulmonary Dysplasia	1.0	2.5	22.0	54.5	19.5	1
http://purl.bioontology.org/ontology/MESH/D018323	MESH	Hemangioendothelioma, Epithelioid	3.25	9.25	16.75	47.5	22.75	1
http://purl.bioontology.org/ontology/MESH/D053298	MESH	Chylomicron Remnants	3.6666666666666665	8.0	20.333333333333332	54.0	13.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D012323	MESH	RNA Processing, Post-Transcriptional	2.3722222222222222	8.683333333333334	20.655555555555555	50.72777777777778	17.627777777777776	6
http://purl.bioontology.org/ontology/MESH/D018598	MESH	Minisatellite Repeats	4.333333333333333	18.0	29.333333333333332	29.0	18.666666666666668	1
http://purl.bioontology.org/ontology/MESH/D054592	MESH	Protein Tyrosine Phosphatase, Non-Receptor Type 11	2.5	6.0	18.0	60.5	13.0	1
http://purl.bioontology.org/ontology/MESH/D001195	MESH	Asbestosis	2.5	8.0	21.0	55.0	13.5	1
http://purl.bioontology.org/ontology/MESH/D054751	MESH	Cyclic AMP-Dependent Protein Kinase Catalytic Subunits	6.0	23.5	27.0	37.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D004164	MESH	Diphosphonates	3.625	13.4375	22.9375	49.1875	11.1875	4
http://purl.bioontology.org/ontology/MESH/D003929	MESH	Diabetic Neuropathies	2.25	4.75	24.0	49.75	19.5	1
http://purl.bioontology.org/ontology/MESH/D013952	MESH	Thymus Hyperplasia	3.4285714285714284	13.571428571428571	25.571428571428573	46.714285714285715	11.0	1
http://purl.bioontology.org/ontology/MESH/D003769	MESH	Dental Occlusion, Traumatic	1.0	2.0	16.0	63.0	18.0	1
http://purl.bioontology.org/ontology/MESH/D012936	MESH	Social Medicine	2.0	8.0	28.0	54.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D000994	MESH	Antitrichomonal Agents	3.0	11.0	30.0	47.0	8.0	1
http://purl.bioontology.org/ontology/MESH/D012354	MESH	RNA, Transfer, His	4.0	20.0	41.0	31.0	5.0	1
http://purl.bioontology.org/ontology/MESH/D000679	MESH	Amygdala	4.5	21.0	23.7	42.1	9.1	5
http://purl.bioontology.org/ontology/MESH/D012910	MESH	Snake Venoms	1.724074074074074	6.183333333333334	23.835185185185182	45.72777777777778	22.572222222222223	9
http://purl.bioontology.org/ontology/MESH/D013536	MESH	Suture Techniques	5.0	16.5	33.0	37.5	7.5	2
http://purl.bioontology.org/ontology/MESH/D000094	MESH	Acetoin Dehydrogenase	4.0	9.0	21.0	52.0	14.0	1
http://purl.bioontology.org/ontology/MESH/D016612	MESH	Paraffin Embedding	13.0	19.0	12.0	37.0	19.0	1
http://purl.bioontology.org/ontology/MESH/D017347	MESH	Brucella melitensis	2.3333333333333335	6.666666666666667	25.666666666666668	54.0	11.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D012405	MESH	Round Window, Ear	4.0	14.0	30.0	41.0	11.0	1
http://purl.bioontology.org/ontology/MESH/D000595	MESH	Amino Acid Sequence	1.8	7.2666666666666675	31.5	48.96666666666666	10.4	5
http://purl.bioontology.org/ontology/MESH/D055291	MESH	Salivary alpha-Amylases	2.0	8.0	29.0	52.0	9.0	1
http://purl.bioontology.org/ontology/MESH/D042442	MESH	Vascular Endothelial Growth Factors	3.6166666666666667	11.661111111111111	20.866666666666667	46.09444444444444	17.483333333333334	6
http://purl.bioontology.org/ontology/MESH/D001855	MESH	Bone Marrow Diseases	2.515873015873016	8.714285714285714	21.547619047619047	52.07142857142857	15.087301587301587	21
http://purl.bioontology.org/ontology/MESH/D002257	MESH	Carbonic Anhydrase Inhibitors	2.0	4.0	19.0	59.0	16.0	1
http://purl.bioontology.org/ontology/MESH/D012184	MESH	Retrograde Obturation	3.0	14.5	36.5	39.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D001228	MESH	Aspergillosis	3.0	8.875	20.125	54.625	13.5	4
http://purl.bioontology.org/ontology/MESH/D000294	MESH	Adolescent Behavior	0.0	6.0	81.0	12.0	1.0	1
http://purl.bioontology.org/ontology/MESH/D018956	MESH	Antigens, CD5	8.5	24.0	22.0	37.25	8.75	1
http://purl.bioontology.org/ontology/MESH/D029065	MESH	Aristolochiaceae	5.0	21.333333333333332	23.666666666666668	39.666666666666664	10.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D018826	MESH	Antigens, CD13	5.333333333333333	9.666666666666666	12.0	55.666666666666664	16.666666666666668	1
http://purl.bioontology.org/ontology/MESH/D000762	MESH	Anesthesia Recovery Period	2.0	15.0	48.0	31.0	4.0	1
http://purl.bioontology.org/ontology/MESH/D013504	MESH	Cardiovascular Surgical Procedures	3.2031250000000004	13.127604166666666	23.219270833333336	48.6078125	11.844791666666666	32
http://purl.bioontology.org/ontology/MESH/D014154	MESH	Transcaucasia	4.666666666666667	6.75	16.583333333333336	53.25	19.083333333333336	2
http://purl.bioontology.org/ontology/MESH/D056972	MESH	Optical Restriction Mapping	2.0	4.0	15.0	44.0	35.0	1
http://purl.bioontology.org/ontology/MESH/D018609	MESH	Tibet	6.0	17.0	24.0	43.0	10.0	1
http://purl.bioontology.org/ontology/MESH/D016487	MESH	Parenting	1.3333333333333333	3.6666666666666665	19.333333333333332	62.0	13.333333333333334	1
http://purl.bioontology.org/ontology/MESH/D057867	MESH	Endoleak	11.0	24.0	12.5	36.5	15.5	1
http://purl.bioontology.org/ontology/MESH/D012895	MESH	Sleep, REM	1.5	14.0	37.0	35.0	12.0	1
http://purl.bioontology.org/ontology/MESH/D016133	MESH	Polymerase Chain Reaction	7.75	6.75	16.75	53.75	15.0	2
http://purl.bioontology.org/ontology/MESH/D001957	MESH	Broadsides as Topic	2.0	7.0	33.0	47.5	11.0	1
http://purl.bioontology.org/ontology/MESH/D053844	MESH	Lasers, Solid-State	7.0	24.0	11.333333333333334	38.0	19.666666666666668	1
http://purl.bioontology.org/ontology/MESH/D001870	MESH	Book Industry	13.0	28.5	25.0	27.5	5.5	1
http://purl.bioontology.org/ontology/MESH/D054587	MESH	National Institute of General Medical Sciences (U.S.)	2.0	15.666666666666666	36.666666666666664	37.0	8.666666666666666	1
http://purl.bioontology.org/ontology/MESH/D002287	MESH	Carcinoma, Krebs 2	4.0	17.0	35.0	38.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D002573	MESH	Cervical Rib Syndrome	1.3333333333333333	2.3333333333333335	15.666666666666666	61.0	20.333333333333332	1
http://purl.bioontology.org/ontology/MESH/D000292	MESH	Pelvic Inflammatory Disease	2.077777777777778	6.811111111111111	23.222222222222225	50.73333333333333	17.055555555555554	3
http://purl.bioontology.org/ontology/MESH/D002959	MESH	Civil Defense	3.0	6.0	15.0	60.0	15.0	1
http://purl.bioontology.org/ontology/MESH/D014093	MESH	Tooth, Artificial	2.0	14.0	37.5	40.0	7.0	1
http://purl.bioontology.org/ontology/MESH/D052180	MESH	Publication Formats	4.006746031746031	13.520238095238096	28.21111111111111	43.735714285714295	10.580158730158733	42
